smiles,logP,qed,SAS
CNS(=O)(=O)c1ccc(NC(=O)CSc2ccccc2)cc1,2.3255,0.7951,1.7569
COC(=O)c1cccc(N[C@H](C)c2ccccc2Br)n1,3.8038,0.8374,2.5415
Cc1nc(-c2ccccc2)sc1CN1CC[C@](O)(C(F)(F)F)C1,3.6176,0.9019,3.0989
CNC(=O)c1cc(C)ccc1NC(=O)c1ccco1,2.1999,0.8887,1.8653
CCc1nnc(NC(=O)N(C)C[C@H]2CCCO2)s1,1.7432,0.9115,2.8748
O=C(NCCC(=O)N1CCN(Cc2ccccc2)CC1)[C@@H]1CC(=O)N(c2ccc(F)cc2)C1,2.0293,0.7013,2.5455
CCc1nnc(CSc2nnc(-c3ccc(OC(F)F)cc3)o2)o1,3.5757,0.5806,2.5056
Cc1cc(C)n(C[C@H](C)CNC(=O)N(C)Cc2cc(C)on2)n1,2.2741,0.8877,3.0656
CCOC(=O)C1=C2CN(CC)CCC2=NC(=S)[C@H]1C#N,1.4935,0.5877,3.6679
C/C(=C/C(=O)NCc1cccc(NC(=O)[C@@H]2CCCO2)c1)c1ccccc1,3.5238,0.753,2.6025
CC(C)(C(=O)Cc1ccc(Cl)s1)[NH+]1CCCC1,1.9704,0.8941,4.0942
C[NH+](C)C(C)(C)COCc1ccc(C(=O)NN)cc1,-0.2702,0.39,3.0811
CCOCCOc1ccc(Cl)cc1NC(=O)[C@@H]1CCC(=O)N1,1.9724,0.7551,2.6298
O=[N+]([O-])c1cccc(-c2noc(CNc3ccc4c(c3)OCCO4)n2)c1,3.0281,0.5434,2.2884
Cc1csc(SCC(=O)N2CCC[C@@H](N3CCN(c4ccccc4C)CC3)C2)n1,3.6652,0.659,2.8036
O[C@H]1Cc2ccccc2[C@@H]1[NH2+]Cc1cc(Br)c2c(c1)OCO2,1.8995,0.8814,4.042
COc1cccc(/C(C)=C/C(=O)N(C)CC(=O)NC(C)C)c1,2.0815,0.8222,2.2399
O=C(Cc1ccccc1)Nc1nc(CN2CCOCC2)cs1,2.1565,0.9211,1.9367
CCCCN(C(=O)NCc1ccncc1)[C@@H]1CCS(=O)(=O)C1,1.5804,0.8688,2.8042
Fc1cccc(OC[C@@H]2CO2)c1,1.6033,0.6449,2.2779
Cc1ccc([C@@H](C)[NH2+]CCCCn2cnnc2)c(C)c1,1.9997,0.7884,3.8832
CC(C)N(C)C(=O)[C@@H]1CSCN1C(=O)/C=C/c1ccco1,2.0611,0.8026,3.2782
Cc1[nH+]ccn1C[C@@H](C)CNC(=O)/C=C/c1cccs1,2.1378,0.8171,4.0144
C[C@@H](COCC(F)(F)F)NC(=O)[C@H](C)n1c(=O)oc2ccccc21,2.2391,0.8727,3.2402
C#CCn1/c(=N/C(=O)c2ccc3c(c2)OCCO3)sc2cc(Cl)ccc21,3.5017,0.621,2.5757
Cc1ccc2c(c1)[C@H](NC(=O)Nc1ncnn1C)CO2,1.3787,0.875,3.1416
Cc1cc(C(=O)/C(C#N)=C\c2cn(C)nc2C(C)(C)C)c(C)n1CC(F)(F)F,4.4881,0.4185,3.0672
CC(C)c1csc([C@H](C#N)C(=O)CSc2ccncc2)n1,3.6301,0.7414,3.2163
O=Cc1ccc(N2CCOCCOCCOCCOCC2)cc1,1.3855,0.7748,2.7234
O=C(NCCOCC(F)(F)F)Nc1cccc(N2CCCC2=O)c1,2.5138,0.7775,2.2416
O=C(CCN1CCN(C(=O)[C@H]2COc3ccccc3O2)CC1)Nc1ccnn1C1CCCC1,2.311,0.7233,2.9782
COc1cc([C@H]2[C@H]3N=C4C=CC=C[C@H]4[C@@H]3CC[NH+]2CC2N=CC=N2)ccc1F,1.8269,0.8584,5.6486
COc1cccc(OC)c1C(=O)Nc1ccc(-n2ncn(C)c2=O)cc1,1.8405,0.7604,2.266
CN(C)[C@@H](C(=O)NCc1nn(C)c2cccc(Cl)c12)c1cccc(F)c1,3.2849,0.7325,2.9245
CC(=O)Nc1ccc(NC(=O)[C@@H]2CCC[NH+]2Cc2ccc(F)cc2)cc1,1.9701,0.7712,3.7038
Cc1[nH]c2ccccc2c1CC(=O)OC[C@@H]1CN(CC(C)C)CCO1,2.9188,0.8118,2.8489
O=C(N[C@@H](CC(F)(F)F)c1ccc(F)cc1)[C@@H]1COc2ccccc2O1,3.7754,0.8101,3.0311
COC(=O)c1cc(CNC(=O)c2ccnc3ccccc23)oc1C,2.8528,0.7409,2.1093
CC1(C)CC(=O)C2=C(C1)Nc1[nH]nc(O)c1[C@H]2c1ccccc1C(F)(F)F,4.3347,0.6622,3.5184
CCCNC(=O)c1ccc(NC(=O)C(=O)N[C@H]2CCc3ccccc32)cc1,2.5686,0.7103,2.4294
CCCCNC(=O)Cn1ccc([C@H]([NH3+])C(C)C)c1,1.3434,0.7146,3.5889
Cc1ccccc1OCCSCC(=O)N1CCCC1,2.7294,0.7462,1.9206
C[C@@H](C(=O)Nc1ccccc1-n1cnnn1)n1nnc(-c2ccccc2)n1,1.5155,0.578,2.7885
C[NH+]1CCCN(S(=O)(=O)Cc2ccc(C(=O)[O-])cc2)CC1,-1.8997,0.7478,4.1394
C[C@@H](NC(=O)C(=O)Nc1ccc(OC(F)F)c(F)c1)c1cnn(C)c1,1.9765,0.8068,2.8326
Cc1[nH]ncc1C(=O)N[C@@H](c1cccc(C(F)(F)F)c1)C1CC1,3.618,0.8796,2.8376
CC(C)(C)OC(=O)NC[C@@H]1CC[NH+](Cc2cccnc2)C1,1.0111,0.8829,4.1871
CCN1CCN(C(=O)C2=CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)CC1,1.934,0.7195,2.3846
N#Cc1ccc(N2CCC[C@@H]2CC(=O)[O-])cc1[N+](=O)[O-],0.5753,0.5973,3.4177
C[C@H]([NH2+]CCCNC(=O)c1ccc(F)cc1)c1ccc2ccccc2n1,2.8184,0.6383,3.1717
CCc1ccccc1NC(=O)CN1CC[NH+](C[C@H](C)CC)CC1,1.4341,0.8061,3.6625
Cc1ccc(C#N)cc1[N-]S(=O)(=O)CCOC(C)C,2.6267,0.7997,3.5113
C[C@@H]1C[C@H]2CCCC[C@@H]2N1C(=O)Nc1cc2c(cc1Cl)OCCO2,4.2961,0.7875,3.4217
CC1(C)CC[NH+]1Cc1ccc(OC(F)F)c(F)c1,1.9943,0.8784,4.0793
COc1ccccc1[C@H]1C[C@H]1C(=O)NC(C)(C)c1cccc(F)c1,3.9893,0.87,2.9267
O=C(Nc1cccc(-c2nnc3n2CCCCC3)c1)c1ccccc1-n1cnnn1,2.8995,0.5603,2.4207
O=C(Cc1ccc(F)cc1)/N=C1\S[C@H]2CS(=O)(=O)C[C@H]2N1c1cccc(Br)c1,3.4323,0.6558,3.3177
CC(=O)N1CCc2c(nc(-c3ccccn3)nc2NCCOCCO)C1,0.864,0.7201,2.6109
C[C@H](NC(=O)c1c[nH]c2nccc(Cl)c12)C(=O)Nc1ccccc1,2.9733,0.6742,2.6418
O=C(CNC(=O)Nc1cccc(Cl)c1)NCc1ccco1,2.3709,0.7933,1.8902
CN(CCc1ccccn1)C1(C[NH3+])CCC1,0.7205,0.8081,3.116
Cc1nc(-c2cccc(NC(=O)NCc3ncn(C)n3)c2)n[nH]1,1.2303,0.6783,2.6432
CCc1nn(C)c(CC)c1C[NH2+]Cc1cn(C)nc1-c1ccccc1,2.209,0.72,3.3208
[NH3+][C@H](c1ccc(F)c(Br)c1)[C@@H]1CCOC1,1.9077,0.8844,3.8662
CC(=O)Nc1cccc(NC(=O)NCCc2c(F)cccc2F)c1,3.2874,0.7723,1.9253
COc1ccc2cc(CN3C[C@@H](CO)OC[C@@H]3C)ccc2c1,2.43,0.9415,2.9743
CNC(=O)[C@H]1CN(CCS(=O)(=O)c2ccccc2)CCN1C(=O)c1cccc(C(F)(F)F)c1,2.0517,0.683,2.8554
COCCCn1c(SCC(=O)N2C[C@@H](C)C[C@H](C)C2)nc2c(sc3ccccc32)c1=O,4.2443,0.2882,3.2735
C[C@@H](c1ccccc1Cl)N(C)C(=O)c1cc(C#N)cn1C,3.3834,0.8553,2.939
O=C(C/C=C/c1ccc(F)cc1)Nc1c(F)cccc1N1CCCC1,4.607,0.8226,2.2353
CCc1cccc(C)c1NC(=O)CNc1ccc(C(=O)NC(C)C)c(C)c1,4.0546,0.666,2.069
Cc1c2ccccc2nc(C[S@@](=O)c2ccccc2)[n+]1[O-],2.4844,0.5507,3.2309
O=C(CNc1ccc(Br)cc1)N/N=C/c1cc(Cl)ccc1O,3.3703,0.5377,2.1218
CCOc1ccc2[nH]c(-c3cc(N)cc(C)c3C)nc2n1,3.2226,0.7118,2.5929
C[C@@H](Oc1ccccc1C#N)C(=O)NCC1(c2cccc(Cl)c2)CCOCC1,3.8436,0.7767,2.8833
CN1C(=O)[C@H](CC(=O)[O-])S/C1=N\N=C\c1ccc(O)cc1O,-0.4985,0.5909,3.8114
CCNC(=O)N1CC[C@H]([NH2+][C@@H](C)CCc2ccc(F)cc2)C1,1.514,0.8301,3.77
CCS[C@H]1CCCCN(Cc2cncs2)C1,3.2507,0.8092,3.2631
CC1(C)CC(=O)N(Cc2ccc(S(C)(=O)=O)cc2)C1,1.8486,0.8549,2.234
CCc1nc2n(n1)CCC[C@H]2NC(=O)c1oc(C)nc1C,1.7102,0.9366,3.443
CC[C@H](Cc1ccc(C)cc1)NC(=O)CCc1c(C)nc2cc(C)nn2c1C,4.0331,0.6508,2.8166
CCOC[C@@H]1CCN(C(=O)NC[C@@H](c2cccs2)[NH+]2CCC(C)CC2)C1,2.172,0.764,4.3452
CCCc1noc(CCCc2nc(-c3ccncc3)no2)n1,2.6424,0.6596,2.426
Cn1nc(C(=O)Nc2ccccc2OC(F)(F)F)ccc1=O,1.9312,0.945,2.1324
Cc1cc(N/N=C2/C[C@H](c3ccccc3)Oc3ccccc32)nc(C)n1,4.4334,0.6833,2.9129
N#Cc1ccc(-c2csc(NC(=O)c3ccc4nccn4c3)n2)cc1,3.5818,0.5999,2.3518
CC(C)c1c(N)nnn1Cc1nc(-c2cccs2)no1,2.1435,0.7933,2.8122
C[C@H](C(=O)c1ccc(F)c(F)c1)N1CCO[C@H](C#N)C1,1.7604,0.7976,3.3798
CC(C)Oc1ccccc1-c1cccc(CN2CCOCC2)c1,3.973,0.8048,1.8755
CN(CC[NH+](C)C)C(=O)c1ccc2c(c1)NC(=O)CS2,-0.0527,0.8428,3.4237
CSCC(=O)NC[C@@H]1Cc2cc(Cl)cc(-c3ccncc3)c2O1,3.1847,0.8881,2.9559
Fc1cc(Cl)cnc1C[C@H](Br)c1ccccc1,4.5528,0.724,2.7285
O=C(COc1ccccc1[N+](=O)[O-])N(C1CCCC1)[C@H]1CCS(=O)(=O)C1,1.9319,0.5528,2.8597
CC(C)[C@H](C)C[NH2+]Cc1ccc(Br)cc1N,2.3868,0.8023,3.9371
O=C(Cn1ccc2cc([N+](=O)[O-])ccc21)Nc1ccc2[nH]ccc2c1,3.6695,0.4285,2.2782
COc1cccc(NC(=O)c2cc(S(=O)(=O)Nc3cccc(C)c3)ccc2C)c1,4.3651,0.6055,1.8766
O=C(OCc1ccccc1)[C@H]1CCCN1C(=O)[C@@H]1CC(=O)N(CC(F)(F)F)C1,2.1316,0.7158,3.0225
C[C@@H](c1ccncc1)N1CCC([NH2+]C2CCN(C3CCCC3)CC2)CC1,2.5774,0.8777,3.7616
O=C(c1cccc(C(F)(F)F)c1)N1CCC[C@H]1c1nc2cc(-c3cccnc3)ccc2o1,5.8859,0.3958,2.8601
Cc1nc2ccc(NC(=O)NCCNC(=O)c3cccnc3)cc2o1,2.0827,0.6193,2.1998
Cc1csc(C[S@](=O)[C@@H](C)c2ccccc2)n1,3.4614,0.8289,3.3663
CCOc1ccc(-c2nc(NC(=O)COc3ccccc3)sc2C)cc1,4.5347,0.6361,1.8822
CC(=O)Nc1cc(NC(=O)CNC(=O)c2ccsc2)c(F)cc1F,2.3532,0.7718,2.2042
C1CC(C[NH+](C2CCSCC2)C2CC2)CC[NH2+]1,-0.0973,0.7424,5.7978
C[C@H]1C(=O)N(Cc2ccc(C[NH3+])cc2F)C(=O)[C@@H]1C,0.7086,0.8321,3.7555
CS[C@H]1CCC[C@@H]1NC(=O)N1CCN(Cc2cn3ccccc3[nH+]2)CC1,1.8647,0.8946,4.2862
O=C(O[C@@H](C(=O)N1CCCC1)c1ccccc1)c1ccc(CN2CCOCC2)cc1,3.0393,0.6802,2.5006
COc1ccc(C2=NN(C(=O)CSc3nnc(-c4ccncc4)n3C)[C@@H](c3ccco3)C2)cc1,3.9487,0.3614,3.0222
O=[N+]([O-])c1ccc(C[NH+]2CCC(c3nnc(-c4ccco4)o3)CC2)cc1,2.2003,0.5579,3.5126
Cc1nc(C)c(C(=O)O[C@@H](C)C(=O)Nc2nc(-c3ccccc3)cs2)s1,4.0674,0.6431,2.5965
C[C@H](O)[C@@H](C)Nc1c(F)cc(F)cc1F,2.2851,0.8185,3.1013
Cc1c(C(=O)N(C)CC(C)(C)O)cnn1-c1ccc(F)cc1,2.1627,0.9446,2.3592
CCC[C@H](CC(=O)OC)NC(=O)Nc1ccc2c(c1)CCCN2C,2.9223,0.7786,2.756
Cn1c(SCC(=O)Nc2ccc3c(c2)OC2(CCCC2)O3)nc2ccccc21,4.3456,0.6378,2.8307
Cc1c(Cl)cccc1-n1c(C)nc2nc(N3CCc4ccccc4C3)[nH]c(=O)c2c1=S,4.6712,0.4303,2.8931
C[C@H](c1ccco1)[NH+](C)CC(=O)Nc1ccc2c(c1)C(=O)N(C)C2=O,0.7198,0.798,3.8462
Cc1noc(C)c1S(=O)(=O)N1CCN([C@@H](C)C(=O)NCCc2cccs2)CC1,1.4066,0.7267,2.8458
CNC(=O)CSc1nncn1-c1ccccc1C,1.4138,0.8552,2.13
CN(C)C(=O)C1CCN(C(=O)N[C@H](c2ccc(F)cc2)C2CCCC2)CC1,3.5668,0.8535,2.7198
CCn1cc(C[NH+](CCCO)[C@@H]2CCCc3ccccc32)cn1,1.7479,0.8236,4.1893
COc1cc(C)c(C(=O)NC[C@@H]2CCO[C@H]2c2ccccc2)cc1OC,3.5198,0.8415,2.9186
Cc1cnc2c(S(=O)(=O)N3CCC(C(=O)Nc4nc5c(s4)CN(C)CC5)CC3)cccc2c1,3.027,0.6037,2.6443
O=C(OC[C@@H]1CCOC1)c1cc(OCC(F)(F)F)c2ccccc2n1,3.3692,0.7553,2.8851
CCC(=O)N(CC(F)(F)F)C1CCOCC1,1.9663,0.7573,2.5714
Cn1nc(C(=O)N2CCC([C@H]3CCCCN(CCc4ccccc4)C3=O)CC2)ccc1=O,2.5039,0.7209,2.918
CC1CC[NH+](CCOc2ccc(-c3n[nH]cc3-c3ccccc3)c(O)c2)CC1,3.1429,0.6091,3.5959
O=C(CCn1nc([O-])c2ccccc2c1=O)N1CCc2cc(F)ccc2C1,1.5842,0.7115,2.6435
CCCCN(C)c1ccc([N+](=O)[O-])c(C(=O)[O-])c1,1.1946,0.5665,2.6998
CCOc1ccccc1C(=O)Nc1cnc2c(cnn2C(C)C)c1,3.6632,0.7565,2.1398
CCN(CC)C(=O)c1cn(-c2ccccc2)nc1-c1ccc(C)cc1,4.3297,0.6678,1.9653
O=C(OCc1cc(=O)n2cc(Cl)ccc2n1)c1ccc(N2CCCS2(=O)=O)cc1,2.2448,0.5865,2.5594
O=C(OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O)c1ccccc1O,-1.6511,0.4442,3.4166
O=C(NCc1csc(C2CC2)n1)[C@@H]1C[C@@H]1c1cccc(F)c1,3.5795,0.8934,3.0582
COC(=O)c1ccc2c(=O)nc3n(c2c1)C(=S)S[C@H]3C(=O)N[C@@H](C)c1ccccc1,2.9814,0.4888,3.4816
CNC(=O)NCC(=O)N1CC[NH+](C2CCC(C)CC2)CC1,-0.7788,0.6691,3.8023
CCOc1c(Br)cc([C@H]2C3=C(COC3=O)Nc3nc(SC)nc(N)c32)cc1OC,3.3188,0.3726,3.5009
Cc1cnc2c(c1)nc([C@H](C)Cl)n2CC(=O)NC1CC1,2.3181,0.8812,2.9544
Cc1cccc(CN2CCN(C(=O)CCC(F)(F)F)[C@H](C)C2=O)c1,2.8968,0.8372,2.8097
C[C@H](C(=O)Oc1ccccc1F)S(C)(=O)=O,1.1642,0.6004,2.6518
CCC[C@H]1NC(=O)N(Cc2nn(-c3ccc(F)cc3)c3c2CCC3)C1=O,2.7206,0.8338,3.0277
C[C@H](C(=O)NC1CCCC1)N1CCn2nc(CCC(=O)[O-])cc2C1,-0.1715,0.8056,3.4295
Cc1ccc([N+](C)(C)C)cc1,2.1917,0.5399,2.3471
C[C@H]1Cc2ccccc2N(C(=O)[C@@H]2C[C@@H]2c2cccnc2)C1,3.4105,0.8324,3.2389
C[NH+]1CCC[C@@H](C(=O)N[C@@H]2CCCN(c3ccccc3Cl)C2)C1,1.3497,0.8835,4.0126
OCCn1c(C2CC2)nc2ccc(Cl)cc21,2.5594,0.8878,2.1469
COc1cccc(Nc2ccccc2C(=O)N2CCC3(CC2)OCCO3)c1,3.4179,0.8778,2.6639
C[C@H]1Cc2ccccc2N(CCCS)C1,3.0051,0.7599,2.8411
Clc1cc(N2CCC[C@H](OCc3cccnc3)C2)nc2[nH]ccc12,3.7969,0.7595,3.0742
O=C(Nc1ccc2oc(C3CC3)nc2c1)c1ccccc1-c1cncnc1,4.4145,0.5604,2.2971
Cc1cc(C)cc(N(Cc2nnc3n2CCCCC3)C(=O)Nc2ccccc2)c1,4.86,0.6629,2.4079
COc1cc(OC)cc(C(=O)OCc2nc(-c3ccc4c(c3)OCO4)no2)c1,2.8395,0.5894,2.2579
Cc1cncc(C(=O)OC[C@H]2CN(CC(C)C)CCO2)c1,1.9036,0.7806,2.8306
O=C(Nc1ccc(N2CCN(c3c(F)c(F)c(F)c(F)c3F)CC2)c(Cl)c1)c1cccnc1,5.0094,0.3092,2.4545
O=C([O-])[C@@H]1C[NH+](Cc2ccco2)CC12CCOCC2,-1.159,0.7887,5.43
COC(=O)[C@H](NC(=O)[C@@]1(C)CCCO1)c1ccc(F)c(F)c1,1.8642,0.8675,3.321
COc1ccc(C(=O)N(C)C)cc1NC(=O)c1nn(-c2ccc(F)cc2)c2c1CCCC2,3.8529,0.6383,2.2923
Cc1ccc(C#N)cc1NCc1nnc(-c2ccccc2)n1C,3.2743,0.7895,2.1535
C[C@H]1C[C@@H]1C(=O)NC[C@@H]1CC[C@H](C(=O)[O-])O1,-0.9439,0.7036,4.0848
CCOC(=O)c1cnn(C)c1NC(=O)COc1cc(C)cc(C)c1,2.2311,0.823,2.2049
O=C(CNC(=O)c1cccc(F)c1)OCC(=O)N1CCCc2ccccc21,2.0781,0.8215,2.0444
CCCN(CCO)C[C@@H]1CCC(C)(C)[C@@H]1[NH3+],0.7374,0.7176,4.1663
CC[C@H](NC(=O)CNc1cccc(C(=O)N(C)C)c1)c1ccc(Cl)cc1,3.7212,0.7551,2.4404
O=C(C[C@H]1CCOc2ccccc21)Nc1ccc(Oc2cccnc2)nc1,4.1638,0.7098,2.78
C[C@H]1CC[C@@H](Nc2cncc(C(=O)[O-])n2)[C@H](C)C1,1.0767,0.8771,3.9477
CC[C@@H]1CCCN(C(=O)NCc2ccc(NC(=O)OC)cc2)C1,3.1965,0.8818,2.4276
CCCOc1ccccc1/C=C1\SC(=S)N([C@@H](C(=O)[O-])C(C)C)C1=O,2.4511,0.536,3.193
CCCCNC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)[O-],3.1936,0.4921,2.7963
Cc1ccn(-c2ccc(N3CCN(C(=O)C(=O)NC4CC4)CC3)nn2)n1,-0.1021,0.7963,2.5568
CC[C@H]([NH2+][C@@H](C)c1ccc(-n2cnnn2)cc1)[C@@H]1CCCO1,1.2443,0.8819,4.2393
Cc1c(CN2CCC[C@H](c3nc(N(C)C)ncc3-c3ccccc3)C2)cnn1C,3.6311,0.6485,3.0107
CCC[C@@H](C)[NH2+]CC1CCCCC1,2.3187,0.6761,3.8897
Cc1ccc([C@@H](NC(=O)NNC(=O)COc2cccc(C)c2)C2CC2)cc1,3.1639,0.6767,2.5852
CCc1ccc(NC(=O)c2ccc(S(=O)(=O)NC)o2)cc1,2.0024,0.8885,2.0289
COc1ccc(O[C@@H](C)C(=O)NNc2cccnc2Cl)cc1,2.6542,0.6296,2.5118
Cc1cn(-c2ccccc2Cl)nc1NC(=O)Cn1c(C)c(C)sc1=O,3.3129,0.7456,2.634
C[C@@H]1CCN(C(=O)C(=O)Nc2ccccc2OC(F)F)C[C@H]1O,1.4558,0.8318,3.0942
CN(CC(F)(F)F)C(=O)CN1CCC[NH+](Cc2ccc(C#N)cc2)CC1,0.6696,0.845,3.9698
COC[C@@H](C)N1C(=O)c2ccc(C(=O)N(C)Cc3ccccc3)cc2C1=O,2.5897,0.7354,2.588
CCOC(=O)[C@@H](c1ccccc1Cl)c1nnc(C)n1CC,2.9548,0.7894,2.8928
CC[N+](CC)(CC)CCOC(=O)N1CCCCC1,2.4854,0.6836,2.5769
CC[C@@](C)(CO)Nc1ncnc2sc(C)cc12,2.5726,0.8745,3.2301
Cc1cccc(O[C@H](C)C(=O)N(C)[C@H](C)c2ccc([S@](C)=O)cc2)c1,3.7193,0.7673,3.2687
O=C1/C(=C/c2ccccc2OC(F)F)N=C(S)N1Cc1ccco1,3.5501,0.647,2.7759
CN([C@@H]1CCC[NH+](C)C1)[C@@]1(C[NH3+])CCCC1(C)C,-0.2139,0.7427,5.8684
CC[NH+](Cc1cnn(C)c1)Cc1ncoc1C(C)C,1.1365,0.8608,4.5532
O=C(NC[C@]1(O)CCSC1)[C@H]1C[C@@H]1c1ccc(Br)cc1,2.5368,0.8703,3.6688
CC[C@H]1c2ccccc2CCN1C(=O)Cc1ccc(OC)c(OC)c1,3.7823,0.8071,2.464
O=C(Nc1ccccc1F)C1CCN(c2nc(-c3ccc(Cl)cc3)no2)CC1,4.3842,0.6732,2.1425
C#Cc1cccc(NS(=O)(=O)c2c(C)cc(N)cc2C)c1,2.6677,0.6733,2.3341
Cc1nc2ncnn2c(C)c1CCC(=O)Nc1nc(-c2ccc(F)c(Cl)c2)cs1,4.2284,0.4913,2.5238
C[C@@H](Nc1ccc2[nH]ccc2c1)c1ccc([N+](=O)[O-])cc1,4.2492,0.532,2.5396
O=C(NCCNC(=O)[C@H]1SCCc2sccc21)c1cccnc1,2.0197,0.816,3.1352
CC(C)CC(=O)C(=O)N[C@@H]1CC(=O)N(CC2CCCCC2)C1,1.899,0.7668,2.9927
Cc1cccc(NC(=O)C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1C,2.8337,0.7331,2.0285
O=C(NCCc1ccc(O)cc1)c1ccccn1,1.7597,0.8647,1.7006
CCCC(=O)N1CCC(c2cc(C(F)F)n3ncnc3n2)CC1,2.568,0.8654,2.7456
COc1cc[nH+]c(NCc2cc([N+](=O)[O-])ccc2O)c1,1.7352,0.6446,3.2975
O=C(Cn1nc(C2CC2)n(-c2ccccc2)c1=O)NCc1ccccc1Cl,2.8812,0.7067,2.1879
COc1ccccc1[C@H]1C[C@H]1C(=O)Nc1cc(-c2ccccc2C)nn1C,4.1463,0.7142,2.9361
CSC[C@H]1CCC[NH+]1[C@H]1CCN([C@@H](C)c2ccccc2)C1,2.2322,0.8943,4.7196
Nn1c(SCc2ccccn2)nnc1C1CCOCC1,1.5732,0.6864,2.5058
O=C(COC(=O)c1ccccc1Cl)c1ccc([N+](=O)[O-])cc1,3.2879,0.3589,1.7524
CC(C)CC[NH+](C)[C@@H](C)C(=O)Nc1ccc(CC#N)cc1,1.6405,0.808,3.865
Cc1c(S(=O)(=O)N[C@@H](C)c2ccccc2)cnn1C,1.768,0.9342,2.5099
O=C(Nc1ccccc1)N(Cc1ccco1)Cc1c(Cl)cccc1Cl,5.8207,0.6008,2.0458
C=C(C)CN(CC)c1ccc(C(=O)NC)n[nH+]1,0.6577,0.7763,3.8265
C[C@H]1CCCC[C@H]1N1C(=O)C(=O)N(Cc2cccc(S(=O)(=O)N3CCOCC3)c2)C1=O,1.577,0.5038,3.1716
CCN(C(=O)CNC(=O)NC1CCCCC1)c1cc(C)ccc1C,3.2882,0.8547,2.2027
Cc1cc(Br)c2c(c1)[C@H](N[C@@H]1CCN(C)C1=O)CCO2,2.4014,0.9,3.4993
C[C@H](C(=O)NCc1cccs1)N1CC[C@@]2(CCC1=O)NC(=O)c1ccccc1O2,2.284,0.8066,3.9487
O=C(NCc1ccccc1)c1cccc(S(=O)(=O)NCc2ccccc2)c1,3.0951,0.6531,1.6772
Cc1ccc(=O)n([C@H](C)C(=O)N(Cc2ccccc2)c2ccccc2)n1,3.3461,0.698,2.5767
Cc1ccc(NC(=O)N2CSC[C@H]2C(=O)[O-])cc1,0.6517,0.8674,3.0407
Cc1cc(C[NH+]2CC[C@@H](Oc3cc[nH+]cc3)C2)c(C)o1,0.9467,0.9147,5.5216
COc1ccc(OCC(=O)N2CCCC[C@@H]2c2n[nH]cc2-c2cc(C)no2)cc1,3.5143,0.6696,3.1359
N#CC1(NC(=O)c2cc(-c3ccccc3)cc(Cl)c2O)CCOCC1,3.5152,0.8609,2.4997
COc1c(C)cnc(CSc2cc(Cl)ccc2N)c1C,4.2349,0.6506,2.4217
O=C1NC(=O)N(c2cccc(Cl)c2)C(=O)/C1=C1/C[C@@H](c2ccc(O)cc2)Sc2ccccc2N1,5.2317,0.3228,3.1525
COC(=O)c1cnc(NC(=O)C2CCN(c3ncnc4sc(C)c(C)c34)CC2)s1,3.4063,0.6197,2.5853
N#Cc1c(NC(=O)C2(c3ccccc3)CCCC2)sc2c1CCCC2,4.9491,0.8152,2.4101
Cc1ccc(NC(=O)CSc2nn3c(=O)c(C(C)(C)C)nnc3s2)cc1,2.8827,0.6849,2.4797
O=C(CN1N=C(C(=O)Nc2ccc(F)cc2)CCC1=O)Nc1ccc(Cl)cc1,3.0347,0.7959,2.1705
C=CCNC(=O)[C@H](C)N[C@H](C)c1ccc(F)c(F)c1,2.3061,0.7785,2.9288
Cc1cccc(CCNC(=O)Nc2cccn(Cc3ccccc3)c2=O)c1,3.5692,0.6878,1.9648
CCc1onc(C)c1NC(=O)N[C@H]1CCCC[C@H]1CO,2.218,0.7915,3.398
C[C@@H]1OCCN(Cc2cnn([C@]3(C)CCS(=O)(=O)C3)c2)[C@@H]1C,1.026,0.8409,4.2363
Cc1csc(NC(=O)NCCc2nc3ccccc3[nH]2)n1,2.692,0.6896,2.1772
SC/C=C/CSc1ccc2c(c1)CCC2,3.7534,0.458,2.8869
COc1nc(N/N=C/c2c(C)[nH]c3ccccc23)nc(N2CCOCC2)n1,1.9525,0.5279,2.6639
O=S(=O)(Nc1ccc(Cl)c(Cl)c1)c1ccc(F)cc1F,4.0724,0.8831,1.856
COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)no1)C(C)C,2.269,0.8586,2.4797
Cc1cnc2n(c1=O)C[C@H](C(=O)N1CCN(c3ncccn3)CC1)CS2,0.4124,0.7214,3.25
CCOc1cc(/C=C(\C#N)C(=O)Nc2ccccc2F)c(Br)cc1O,4.2382,0.5529,2.3509
Cc1cccc(OCCCC(=O)Nc2ccc3c(c2)OCCO3)c1,3.5639,0.8044,1.8888
COc1ccc(/C=C2/N=C([S-])N(C)C2=O)cc1[O-],0.4846,0.586,3.687
Cn1nc(C(=O)Nc2ccc(-c3nc4ccccc4s3)cc2)ccc1=O,3.3093,0.5959,2.0732
COc1ccc([C@@H](O)[C@@H](C)N[C@H](C)c2ccc(-n3ccnc3)cc2)cc1,3.6536,0.6639,3.1623
Cc1ccc(CNc2c(-c3ccc4c(c3)CCCC4)c(=O)c2=O)cc1,3.7489,0.7192,2.1859
